timestamp,ambient_temp_c,wind_speed_ms,load_demand_kw,solar_output_kw,wind_output_kw
2022-01-02T20:00:00,-3.6,11.72,86.1,24.4,102.9
2022-01-02T21:00:00,-3.9,12.21,90.6,15.8,110.6
2022-01-02T22:00:00,-4.2,10.51,93.0,8.6,71.2
2022-01-02T23:00:00,-4.5,6.71,88.6,6.9,10.0
2022-01-03T00:00:00,-4.6,4.28,89.3,5.2,0.6
2022-01-03T01:00:00,-4.4,3.83,89.9,6.8,0.2
2022-01-03T02:00:00,-3.8,2.76,91.3,11.0,0.0
2022-01-03T03:00:00,-2.7,2.21,87.9,14.5,0.0
2022-01-03T04:00:00,-1.9,1.72,89.5,18.1,0.0
2022-01-03T05:00:00,-1.9,2.08,90.2,27.5,0.0
2022-01-03T06:00:00,-1.7,2.48,92.4,38.8,0.0
2022-01-03T07:00:00,-1.3,2.06,86.8,38.9,0.0
2022-01-03T08:00:00,-1.1,1.39,92.3,50.1,0.0
2022-01-03T09:00:00,-0.8,1.14,91.6,55.3,0.0
2022-01-03T10:00:00,-0.9,1.5,92.3,51.8,0.0
2022-01-03T11:00:00,-1.2,2.86,89.8,65.1,0.0
2022-01-03T12:00:00,-1.4,4.47,91.6,61.1,0.9
2022-01-03T13:00:00,-1.9,4.75,87.8,55.3,1.4
2022-01-03T14:00:00,-2.5,4.97,89.1,55.2,1.9
2022-01-03T15:00:00,-3.1,5.34,86.5,57.0,3.0
2022-01-03T16:00:00,-3.9,6.3,88.8,45.2,7.9
2022-01-03T17:00:00,-4.8,7.0,87.9,46.5,13.3
2022-01-03T18:00:00,-5.3,7.4,89.9,41.2,16.9
2022-01-03T19:00:00,-5.6,7.4,91.3,30.1,17.3
2022-01-03T20:00:00,-5.9,7.2,92.4,20.5,15.1
2022-01-03T21:00:00,-6.1,7.2,87.5,12.8,14.8
2022-01-03T22:00:00,-6.2,7.31,88.7,10.2,15.7
2022-01-03T23:00:00,-6.2,7.4,90.2,6.8,15.9
2022-01-04T00:00:00,-5.4,6.4,91.4,5.8,8.3
2022-01-04T01:00:00,-4.9,5.7,89.9,6.0,4.5
2022-01-04T02:00:00,-4.4,5.3,90.1,9.6,2.9
2022-01-04T03:00:00,-3.9,4.7,85.8,14.6,1.3
2022-01-04T04:00:00,-3.4,4.3,90.2,20.5,0.6
2022-01-04T05:00:00,-2.9,3.82,88.8,24.6,0.2
2022-01-04T06:00:00,-2.5,3.44,87.6,35.5,0.0
2022-01-04T07:00:00,-2.1,3.26,89.5,38.4,0.0
2022-01-04T08:00:00,-1.9,3.16,93.8,50.9,0.0
2022-01-04T09:00:00,-1.8,3.49,90.7,50.2,0.0
2022-01-04T10:00:00,-1.9,3.77,92.2,55.3,0.1
2022-01-04T11:00:00,-2.1,3.93,90.2,68.6,0.2
2022-01-04T12:00:00,-2.7,2.15,91.5,75.4,0.0
2022-01-04T13:00:00,-2.7,4.5,86.9,56.0,0.9
2022-01-04T14:00:00,-3.3,5.33,89.9,59.7,3.0
2022-01-04T15:00:00,-3.9,6.72,90.0,59.8,10.7
2022-01-04T16:00:00,-4.5,8.19,89.6,55.9,24.8
2022-01-04T17:00:00,-5.0,9.19,86.0,49.2,43.5
2022-01-04T18:00:00,-5.4,9.81,90.7,42.2,53.4
2022-01-04T19:00:00,-5.7,9.99,94.4,24.6,59.3
2022-01-04T20:00:00,-5.9,9.95,89.8,20.6,57.5
2022-01-04T21:00:00,-6.0,9.92,88.6,15.6,58.1
2022-01-04T22:00:00,-6.0,9.45,93.3,9.4,47.1
2022-01-04T23:00:00,-5.9,9.15,91.1,6.8,39.2
2022-01-05T00:00:00,-5.4,8.82,91.8,4.9,35.6
2022-01-05T01:00:00,-4.9,8.05,89.3,6.0,25.0
2022-01-05T02:00:00,-4.5,7.56,93.2,11.0,17.3
2022-01-05T03:00:00,-4.0,7.17,91.6,13.6,13.7
2022-01-05T04:00:00,-3.5,6.36,90.2,24.3,7.9
2022-01-05T05:00:00,-2.9,5.39,89.2,26.8,3.1
2022-01-05T06:00:00,-2.4,4.54,88.3,35.8,1.0
2022-01-05T07:00:00,-2.0,3.75,90.5,48.6,0.1
2022-01-05T08:00:00,-1.7,3.0,88.8,58.6,0.0
2022-01-05T09:00:00,-1.5,2.2,90.5,66.4,0.0
2022-01-05T10:00:00,-1.5,1.71,88.8,61.2,0.0
2022-01-05T11:00:00,-1.8,1.8,91.3,58.0,0.0
2022-01-05T12:00:00,-2.8,2.13,90.6,77.0,0.0
2022-01-05T13:00:00,-2.9,1.49,86.9,63.0,0.0
2022-01-05T14:00:00,-3.8,3.77,90.1,66.7,0.2
2022-01-05T15:00:00,-4.2,5.39,90.7,66.4,3.2
2022-01-05T16:00:00,-4.7,6.67,89.3,58.9,9.9
2022-01-05T17:00:00,-5.3,7.41,89.4,36.7,16.4
2022-01-05T18:00:00,-5.7,7.93,91.3,35.4,22.8
2022-01-05T19:00:00,-6.1,8.1,91.0,23.6,24.4
2022-01-05T20:00:00,-6.3,8.19,89.4,24.4,25.6
2022-01-05T21:00:00,-6.5,8.32,90.0,16.5,28.8
2022-01-05T22:00:00,-6.5,8.19,90.5,9.3,25.3
2022-01-05T23:00:00,-6.3,7.62,92.8,6.4,18.6
2022-01-06T00:00:00,-5.7,6.95,91.1,5.3,11.8
2022-01-06T01:00:00,-5.2,7.02,88.9,6.3,12.3
2022-01-06T02:00:00,-4.6,5.8,89.3,9.4,4.8
2022-01-06T03:00:00,-4.1,4.14,91.1,12.2,0.4
2022-01-06T04:00:00,-3.5,2.51,88.8,23.5,0.0
2022-01-06T05:00:00,-3.0,1.8,88.8,26.3,0.0
2022-01-06T06:00:00,-2.5,1.9,90.0,32.3,0.0
2022-01-06T07:00:00,-2.0,1.84,90.0,47.9,0.0
2022-01-06T08:00:00,-1.6,1.27,92.6,49.3,0.0
2022-01-06T09:00:00,-1.3,0.64,91.4,52.9,0.0
2022-01-06T10:00:00,-1.3,0.63,90.9,57.5,0.0
2022-01-06T11:00:00,-1.6,1.63,90.4,57.4,0.0
2022-01-06T12:00:00,-1.8,2.28,92.4,74.7,0.0
2022-01-06T13:00:00,-2.1,4.18,90.1,61.0,0.5
2022-01-06T14:00:00,-2.8,5.31,88.7,63.1,2.9
2022-01-06T15:00:00,-3.4,6.1,85.3,60.5,6.6
2022-01-06T16:00:00,-3.9,6.64,89.0,52.2,9.8
2022-01-06T17:00:00,-4.2,7.31,86.6,48.6,16.4
2022-01-06T18:00:00,-4.4,7.68,91.7,33.6,19.9
2022-01-06T19:00:00,-4.7,7.97,88.6,29.9,22.1
2022-01-06T20:00:00,-4.9,7.97,91.7,23.6,22.3
2022-01-06T21:00:00,-5.0,7.78,94.2,14.4,20.3
2022-01-06T22:00:00,-4.9,7.4,90.9,8.2,15.8
2022-01-06T23:00:00,-4.7,6.9,92.3,6.0,11.8
2022-01-07T00:00:00,-4.2,6.53,88.7,4.7,8.8
2022-01-07T01:00:00,-3.7,6.43,89.3,6.1,8.0
2022-01-07T02:00:00,-3.1,5.53,91.5,10.6,3.7
2022-01-07T03:00:00,-2.4,4.55,91.9,13.1,1.0
2022-01-07T04:00:00,-1.6,3.1,87.8,17.5,0.0
2022-01-07T05:00:00,-1.0,2.3,90.7,32.4,0.0
2022-01-07T06:00:00,-0.5,2.89,89.1,38.0,0.0
2022-01-07T07:00:00,-0.3,3.52,91.8,50.3,0.1
2022-01-07T08:00:00,-0.3,4.17,89.8,56.4,0.5
2022-01-07T09:00:00,-0.6,4.8,90.5,60.5,1.5
2022-01-07T10:00:00,-0.8,4.92,90.2,56.2,1.8
2022-01-07T11:00:00,-0.9,4.8,90.4,55.1,1.5
2022-01-07T12:00:00,-0.8,4.31,88.8,67.7,0.6
2022-01-07T13:00:00,-0.8,5.38,91.9,70.5,3.2
2022-01-07T14:00:00,-0.8,6.93,90.0,54.7,11.8
2022-01-07T15:00:00,-1.2,7.43,92.2,54.2,16.5
2022-01-07T16:00:00,-1.4,7.79,88.6,58.7,20.4
2022-01-07T17:00:00,-2.0,7.63,89.6,47.6,18.2
2022-01-07T18:00:00,-2.4,7.68,89.3,29.8,19.1
2022-01-07T19:00:00,-2.5,7.41,88.4,24.4,15.7
2022-01-07T20:00:00,-2.6,7.12,92.2,21.0,13.3
2022-01-07T21:00:00,-2.7,6.69,88.8,15.7,10.6
2022-01-07T22:00:00,-2.4,6.59,90.3,8.4,9.1
2022-01-07T23:00:00,-2.1,6.26,93.5,5.3,7.5
2022-01-08T00:00:00,-1.5,6.32,88.7,4.9,7.5
2022-01-08T01:00:00,-1.1,5.79,88.0,6.2,4.6
2022-01-08T02:00:00,-0.5,5.25,84.6,8.0,2.7
2022-01-08T03:00:00,-0.3,4.05,91.1,16.3,0.3
2022-01-08T04:00:00,0.2,2.62,84.0,24.0,0.0
2022-01-08T05:00:00,0.5,2.09,88.7,23.5,0.0
2022-01-08T06:00:00,0.8,1.66,90.9,40.9,0.0
2022-01-08T07:00:00,1.0,1.06,89.0,36.1,0.0
2022-01-08T08:00:00,1.0,0.41,89.9,52.7,0.0
2022-01-08T09:00:00,1.0,1.0,89.2,60.0,0.0
2022-01-08T10:00:00,1.3,2.16,89.5,51.7,0.0
2022-01-08T11:00:00,1.1,2.77,87.9,75.1,0.0
2022-01-08T12:00:00,1.0,3.01,89.0,61.8,0.0
2022-01-08T13:00:00,0.3,2.79,92.1,61.6,0.0
2022-01-08T14:00:00,0.2,4.57,88.5,71.7,1.0
2022-01-08T15:00:00,-0.2,6.72,88.9,63.6,10.3
2022-01-08T16:00:00,-1.0,7.11,92.7,57.7,13.3
2022-01-08T17:00:00,-1.6,7.64,93.5,39.3,18.5
2022-01-08T18:00:00,-2.2,7.96,90.4,40.3,23.8
2022-01-08T19:00:00,-2.6,7.98,90.6,29.2,23.6
2022-01-08T20:00:00,-2.7,7.86,88.6,19.1,22.7
2022-01-08T21:00:00,-2.8,7.77,91.2,13.8,19.5
2022-01-08T22:00:00,-2.8,7.63,90.7,9.9,18.9
2022-01-08T23:00:00,-2.7,7.5,88.2,5.3,17.2
2022-01-09T00:00:00,-1.9,6.99,89.4,4.6,13.0
2022-01-09T01:00:00,-1.6,6.53,91.5,6.1,9.2
2022-01-09T02:00:00,-1.2,5.5,90.4,8.4,3.7
2022-01-09T03:00:00,-0.9,4.6,89.2,12.1,1.1
2022-01-09T04:00:00,-0.5,3.55,89.5,18.1,0.1
2022-01-09T05:00:00,-0.1,2.88,86.4,25.7,0.0
2022-01-09T06:00:00,0.2,2.15,92.9,38.6,0.0
2022-01-09T07:00:00,0.5,1.34,89.6,40.0,0.0
2022-01-09T08:00:00,0.6,0.54,90.6,54.3,0.0
2022-01-09T09:00:00,0.8,0.0,90.5,54.8,0.0
2022-01-09T10:00:00,0.5,0.72,90.8,58.1,0.0
2022-01-09T11:00:00,0.1,1.14,87.6,60.2,0.0
2022-01-09T12:00:00,-0.5,1.8,88.8,56.8,0.0
2022-01-09T13:00:00,0.4,1.12,87.8,55.9,0.0
2022-01-09T14:00:00,-1.1,1.49,88.0,54.7,0.0
2022-01-09T15:00:00,-3.1,3.1,89.3,50.1,0.0
2022-01-09T16:00:00,-3.1,4.83,87.8,44.8,1.6
2022-01-09T17:00:00,-3.4,5.7,91.3,42.6,4.5
2022-01-09T18:00:00,-3.7,5.91,89.8,38.7,5.3
2022-01-09T19:00:00,-3.9,6.51,91.5,27.8,9.3
2022-01-09T20:00:00,-4.0,7.3,86.2,22.3,15.8
2022-01-09T21:00:00,-4.1,8.01,89.3,15.3,22.6
2022-01-09T22:00:00,-4.1,8.23,88.3,8.0,27.5
2022-01-09T23:00:00,-4.0,8.33,88.3,5.8,26.5
2022-01-10T00:00:00,-3.6,9.24,94.0,3.6,41.6
2022-01-10T01:00:00,-3.1,8.25,87.1,5.8,26.4
2022-01-10T02:00:00,-3.1,7.24,91.2,9.6,14.7
2022-01-10T03:00:00,-2.9,6.49,88.3,14.6,9.0
2022-01-10T04:00:00,-2.7,5.92,93.0,20.4,5.4
2022-01-10T05:00:00,-2.3,5.33,90.6,30.8,3.0
2022-01-10T06:00:00,-2.1,4.88,90.5,33.0,1.6
2022-01-10T07:00:00,-1.8,4.3,90.4,37.0,0.6
2022-01-10T08:00:00,-1.7,3.72,90.6,54.6,0.1
2022-01-10T09:00:00,-1.6,3.28,88.5,61.8,0.0
2022-01-10T10:00:00,-1.6,2.78,87.5,51.2,0.0
2022-01-10T11:00:00,-1.8,2.46,89.5,57.8,0.0
2022-01-10T12:00:00,-1.8,3.0,88.1,66.3,0.0
2022-01-10T13:00:00,-2.1,4.7,91.9,68.5,1.3
2022-01-10T14:00:00,-2.7,6.2,90.0,68.0,6.7
2022-01-10T15:00:00,-3.5,6.97,89.2,53.6,12.3
2022-01-10T16:00:00,-4.2,7.52,93.1,44.2,18.7
2022-01-10T17:00:00,-4.7,8.34,88.8,42.8,29.2
2022-01-10T18:00:00,-5.0,8.99,92.6,37.3,38.2
2022-01-10T19:00:00,-5.4,8.86,92.9,27.8,36.9
2022-01-10T20:00:00,-5.7,9.04,90.7,17.5,38.1
2022-01-10T21:00:00,-6.0,9.12,91.2,11.9,38.2
2022-01-10T22:00:00,-6.1,9.21,88.5,7.2,41.3
2022-01-10T23:00:00,-6.0,9.2,89.3,4.3,42.4
2022-01-11T00:00:00,-5.3,8.1,87.3,3.9,25.7
2022-01-11T01:00:00,-4.8,8.0,90.8,3.9,23.4
2022-01-11T02:00:00,-4.4,7.91,88.9,8.2,22.8
2022-01-11T03:00:00,-4.1,7.51,86.3,14.0,17.6
2022-01-11T04:00:00,-3.6,6.91,92.3,22.7,11.8
2022-01-11T05:00:00,-3.0,6.36,89.8,30.8,8.1
2022-01-11T06:00:00,-2.5,6.14,95.5,38.1,6.8
2022-01-11T07:00:00,-2.2,6.61,86.2,40.5,10.0
2022-01-11T08:00:00,-1.8,5.24,88.8,42.5,2.7
2022-01-11T09:00:00,-1.5,3.79,89.8,61.4,0.2
2022-01-11T10:00:00,-1.4,3.65,89.9,50.2,0.1
2022-01-11T11:00:00,-1.5,3.49,91.1,65.0,0.0
2022-01-11T12:00:00,-1.4,4.83,86.6,69.5,1.5
2022-01-11T13:00:00,-2.1,5.53,93.3,66.3,3.7
2022-01-11T14:00:00,-2.9,6.18,87.8,58.6,6.7
2022-01-11T15:00:00,-3.7,6.93,93.2,51.1,12.4
2022-01-11T16:00:00,-4.4,7.5,90.6,45.3,17.4
2022-01-11T17:00:00,-4.8,7.72,92.9,47.1,20.8
2022-01-11T18:00:00,-5.2,7.81,90.7,36.4,22.0
2022-01-11T19:00:00,-5.4,8.03,88.3,28.1,23.5
2022-01-11T20:00:00,-5.6,8.35,87.1,20.3,27.3
2022-01-11T21:00:00,-5.6,8.41,94.6,14.3,27.7
2022-01-11T22:00:00,-5.4,8.1,93.9,8.4,24.3
2022-01-11T23:00:00,-5.1,7.79,86.6,4.7,21.7
2022-01-12T00:00:00,-5.0,7.33,92.8,2.7,15.1
2022-01-12T01:00:00,-4.3,6.58,91.9,4.5,9.3
2022-01-12T02:00:00,-3.6,5.91,88.9,8.0,5.4
2022-01-12T03:00:00,-3.0,5.3,91.8,11.5,2.8
2022-01-12T04:00:00,-2.4,5.0,91.0,18.1,1.9
2022-01-12T05:00:00,-1.8,4.77,89.9,25.0,1.3
2022-01-12T06:00:00,-1.4,4.37,86.2,34.8,0.7
2022-01-12T07:00:00,-1.1,3.81,89.2,41.2,0.2
2022-01-12T08:00:00,-0.8,3.11,90.8,50.0,0.0
2022-01-12T09:00:00,-0.7,2.13,89.0,59.3,0.0
2022-01-12T10:00:00,-0.8,1.17,89.7,69.6,0.0
2022-01-12T11:00:00,-0.8,0.78,86.7,61.9,0.0
2022-01-12T12:00:00,-1.5,1.43,88.3,59.2,0.0
2022-01-12T13:00:00,-2.8,2.11,88.8,63.1,0.0
2022-01-12T14:00:00,-3.5,2.86,89.6,65.8,0.0
2022-01-12T15:00:00,-3.8,3.76,90.6,63.5,0.2
2022-01-12T16:00:00,-3.6,4.93,90.2,54.3,1.9
2022-01-12T17:00:00,-3.8,5.41,88.5,40.5,3.2
2022-01-12T18:00:00,-4.0,5.51,90.2,39.8,3.7
2022-01-12T19:00:00,-4.0,6.1,90.0,27.5,6.6
2022-01-12T20:00:00,-3.8,7.0,87.9,22.2,12.7
2022-01-12T21:00:00,-3.8,7.5,86.8,15.6,16.7
2022-01-12T22:00:00,-3.8,7.9,91.7,8.0,22.3
2022-01-12T23:00:00,-3.7,7.8,91.4,4.8,21.2
2022-01-13T00:00:00,-3.5,7.8,89.8,2.3,21.4
2022-01-13T01:00:00,-3.0,7.5,91.8,4.6,16.7
2022-01-13T02:00:00,-2.6,7.11,87.4,6.5,14.3
2022-01-13T03:00:00,-2.1,6.77,92.1,14.7,10.5
2022-01-13T04:00:00,-1.5,6.14,88.6,21.8,6.9
2022-01-13T05:00:00,-1.2,5.55,92.0,29.7,3.6
2022-01-13T06:00:00,-0.8,4.84,89.9,40.3,1.5
2022-01-13T07:00:00,-0.5,4.05,87.1,47.5,0.4
2022-01-13T08:00:00,-0.2,3.22,89.1,50.6,0.0
2022-01-13T09:00:00,-0.2,2.64,87.7,60.2,0.0
2022-01-13T10:00:00,-0.1,2.15,90.0,69.8,0.0
2022-01-13T11:00:00,-0.5,1.65,88.2,68.3,0.0
2022-01-13T12:00:00,-0.8,1.8,93.1,73.7,0.0
2022-01-13T13:00:00,-1.3,3.23,86.8,64.4,0.0
2022-01-13T14:00:00,-2.1,4.4,90.3,61.9,0.7
2022-01-13T15:00:00,-2.6,5.24,89.6,47.2,2.7
2022-01-13T16:00:00,-2.9,5.85,91.0,54.0,4.9
2022-01-13T17:00:00,-3.3,5.92,91.5,46.7,5.6
2022-01-13T18:00:00,-3.5,5.81,90.2,29.5,5.1
2022-01-13T19:00:00,-3.5,5.7,89.7,25.1,4.5
2022-01-13T20:00:00,-3.5,5.6,88.0,18.1,3.8
2022-01-13T21:00:00,-3.1,5.8,92.3,11.7,4.9
2022-01-13T22:00:00,-2.2,5.93,91.2,7.1,5.8
2022-01-13T23:00:00,-1.5,5.56,89.1,4.8,3.6
2022-01-14T00:00:00,-1.9,5.08,87.5,2.5,2.1
2022-01-14T01:00:00,-1.6,4.98,90.0,3.3,1.8
2022-01-14T02:00:00,-1.1,4.94,91.7,8.8,1.8
2022-01-14T03:00:00,-0.8,4.77,89.2,12.2,1.4
2022-01-14T04:00:00,-0.3,4.49,90.0,19.5,0.9
2022-01-14T05:00:00,0.0,4.63,88.2,30.6,1.1
2022-01-14T06:00:00,-0.3,4.58,91.4,40.1,1.0
2022-01-14T07:00:00,-0.0,3.89,91.0,44.0,0.2
2022-01-14T08:00:00,0.3,3.58,88.8,44.2,0.1
2022-01-14T09:00:00,0.3,2.83,89.5,61.3,0.0
2022-01-14T10:00:00,0.2,1.86,91.0,60.2,0.0
2022-01-14T11:00:00,0.3,0.64,88.1,59.0,0.0
2022-01-14T12:00:00,-0.6,1.64,88.0,60.0,0.0
2022-01-14T13:00:00,-1.5,2.21,91.3,72.6,0.0
2022-01-14T14:00:00,-2.5,2.11,90.7,58.6,0.0
2022-01-14T15:00:00,-3.0,3.51,90.4,46.5,0.1
2022-01-14T16:00:00,-3.0,4.57,89.6,54.7,1.1
2022-01-14T17:00:00,-3.3,5.18,90.3,46.6,2.6
2022-01-14T18:00:00,-3.6,5.53,87.3,32.3,3.8
2022-01-14T19:00:00,-3.8,5.87,91.2,25.4,5.2
2022-01-14T20:00:00,-3.8,6.53,88.2,21.7,8.7
2022-01-14T21:00:00,-3.7,7.47,87.5,13.3,16.7
2022-01-14T22:00:00,-3.7,7.57,92.4,6.2,18.6
2022-01-14T23:00:00,-3.6,7.5,92.1,3.1,18.2
2022-01-15T00:00:00,-3.0,7.31,91.9,1.7,16.0
2022-01-15T01:00:00,-2.6,7.01,92.7,3.7,13.0
2022-01-15T02:00:00,-2.1,6.77,90.8,7.3,11.4
2022-01-15T03:00:00,-1.7,6.23,91.1,14.2,7.5
2022-01-15T04:00:00,-1.3,5.83,92.7,20.9,5.0
2022-01-15T05:00:00,-0.9,6.14,93.8,25.1,6.9
2022-01-15T06:00:00,-0.8,6.05,91.9,37.0,6.3
2022-01-15T07:00:00,-0.6,5.5,91.6,45.8,3.5
2022-01-15T08:00:00,-0.5,4.58,90.6,53.9,1.0
2022-01-15T09:00:00,-0.5,3.66,89.2,61.7,0.1
2022-01-15T10:00:00,-0.7,2.69,88.2,69.9,0.0
2022-01-15T11:00:00,-1.0,1.92,91.7,72.2,0.0
2022-01-15T12:00:00,-1.1,2.42,89.9,60.4,0.0
2022-01-15T13:00:00,-1.4,3.71,95.0,53.9,0.1
2022-01-15T14:00:00,-1.9,4.8,87.9,65.4,1.5
2022-01-15T15:00:00,-2.5,5.81,86.7,46.4,4.7
2022-01-15T16:00:00,-3.0,6.51,89.4,48.4,8.9
2022-01-15T17:00:00,-3.6,6.5,86.0,35.1,9.0
2022-01-15T18:00:00,-4.1,6.4,92.2,32.0,8.5
2022-01-15T19:00:00,-4.4,6.7,95.5,26.3,10.8
2022-01-15T20:00:00,-4.6,6.51,87.7,20.9,8.6
2022-01-15T21:00:00,-4.6,6.02,87.9,13.7,5.9
2022-01-15T22:00:00,-4.3,5.73,88.9,8.1,4.5
2022-01-15T23:00:00,-4.0,5.41,91.9,3.4,3.3
2022-01-16T00:00:00,-3.7,6.8,91.2,1.3,11.2
2022-01-16T01:00:00,-3.1,6.31,91.3,3.0,7.5
2022-01-16T02:00:00,-2.5,5.3,90.9,7.6,2.8
2022-01-16T03:00:00,-2.4,4.52,94.1,13.2,1.0
2022-01-16T04:00:00,-2.2,3.63,89.9,21.6,0.1
2022-01-16T05:00:00,-1.7,2.7,90.2,26.7,0.0
2022-01-16T06:00:00,-1.3,1.7,87.0,29.9,0.0
2022-01-16T07:00:00,-1.1,0.91,92.8,44.9,0.0
2022-01-16T08:00:00,-0.9,0.58,90.0,46.7,0.0
2022-01-16T09:00:00,-0.7,1.2,90.9,45.7,0.0
2022-01-16T10:00:00,-0.7,1.96,91.3,60.0,0.0
2022-01-16T11:00:00,-1.0,2.57,90.4,67.9,0.0
2022-01-16T12:00:00,-1.4,2.22,88.5,65.8,0.0
2022-01-16T13:00:00,-2.1,2.44,91.0,72.1,0.0
2022-01-16T14:00:00,-2.8,3.09,90.0,69.7,0.0
2022-01-16T15:00:00,-3.3,3.89,88.3,56.5,0.2
2022-01-16T16:00:00,-3.6,4.75,90.9,49.6,1.4
2022-01-16T17:00:00,-4.2,5.14,88.3,48.3,2.3
2022-01-16T18:00:00,-4.7,5.25,91.5,28.2,2.8
2022-01-16T19:00:00,-5.0,5.55,92.4,30.7,3.7
2022-01-16T20:00:00,-5.2,5.69,91.7,21.0,4.3
2022-01-16T21:00:00,-5.2,5.69,91.2,12.8,4.2
2022-01-16T22:00:00,-5.2,5.64,90.4,7.7,4.2
2022-01-16T23:00:00,-5.1,5.37,88.3,3.0,3.0
2022-01-17T00:00:00,-4.6,4.62,93.1,1.2,1.1
2022-01-17T01:00:00,-3.7,4.27,87.1,2.4,0.6
2022-01-17T02:00:00,-3.2,3.86,90.5,6.8,0.2
2022-01-17T03:00:00,-2.6,3.44,90.2,13.6,0.0
2022-01-17T04:00:00,-2.1,2.7,90.5,19.6,0.0
2022-01-17T05:00:00,-1.7,1.8,87.8,23.1,0.0
2022-01-17T06:00:00,-1.5,1.42,89.9,34.3,0.0
2022-01-17T07:00:00,-1.5,0.85,88.2,44.7,0.0
2022-01-17T08:00:00,-1.5,0.45,93.2,54.0,0.0
2022-01-17T09:00:00,-1.4,1.03,90.8,52.7,0.0
2022-01-17T10:00:00,-1.5,1.49,90.2,52.5,0.0
2022-01-17T11:00:00,-1.7,1.94,88.5,60.1,0.0
2022-01-17T12:00:00,-1.9,1.49,89.8,53.3,0.0
2022-01-17T13:00:00,-1.5,1.3,90.3,67.9,0.0
2022-01-17T14:00:00,-2.6,1.7,90.8,55.3,0.0
2022-01-17T15:00:00,-4.7,3.01,91.3,56.6,0.0
2022-01-17T16:00:00,-4.4,4.5,89.4,47.2,0.9
2022-01-17T17:00:00,-4.4,5.32,89.5,45.2,2.9
2022-01-17T18:00:00,-4.7,5.41,89.3,38.1,3.4
2022-01-17T19:00:00,-4.9,5.6,91.7,22.5,4.0
2022-01-17T20:00:00,-4.9,6.01,86.4,21.3,6.0
2022-01-17T21:00:00,-4.8,6.62,90.6,12.9,9.9
2022-01-17T22:00:00,-4.6,7.1,91.3,7.4,13.3
2022-01-17T23:00:00,-4.4,7.01,91.3,2.5,12.5
2022-01-18T00:00:00,-3.7,7.72,89.5,0.4,19.4
